"filename", "language", "YAML", "JSON with Comments", "JavaScript", "Vue", "SCSS", "TypeScript", "Markdown", "SVG", "JSON", "XML", "Handlebars", "comment", "blank", "total"
"e:\VSCODE\WORK\bitcoinetf.org\src\shared\ui\site\sections\s-site-tutorials\s-site-tutorials.vue", "Vue", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 8, 56
"e:\VSCODE\WORK\bitcoinetf.org\src\shared\ui\site\sections\s-site-ultimate\s-site-ultimate.scss", "SCSS", 0, 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 41, 236
"e:\VSCODE\WORK\bitcoinetf.org\src\shared\ui\site\sections\s-site-ultimate\s-site-ultimate.vue", "Vue", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 5, 48
"e:\VSCODE\WORK\bitcoinetf.org\src\shared\ui\site\sections\s-site-welcome\s-site-welcome.scss", "SCSS", 0, 0, 0, 0, 171, 0, 0, 0, 0, 0, 0, 0, 37, 208
"e:\VSCODE\WORK\bitcoinetf.org\src\shared\ui\site\sections\s-site-welcome\s-site-welcome.vue", "Vue", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 9, 72
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-aside\w-aside.scss", "SCSS", 0, 0, 0, 0, 360, 0, 0, 0, 0, 0, 0, 2, 85, 447
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-aside\w-aside.vue", "Vue", 0, 0, 0, 353, 0, 0, 0, 0, 0, 0, 0, 0, 34, 387
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header-auth\w-header-auth.scss", "SCSS", 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 1, 36, 214
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header-auth\w-header-auth.vue", "Vue", 0, 0, 0, 107, 0, 0, 0, 0, 0, 0, 0, 0, 8, 115
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header-dark-launch\w-header-dark-launch.scss", "SCSS", 0, 0, 0, 0, 242, 0, 0, 0, 0, 0, 0, 4, 46, 292
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header-dark-launch\w-header-dark-launch.vue", "Vue", 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 12, 9, 144
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header-dark\w-header-dark.scss", "SCSS", 0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 4, 44, 277
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header-dark\w-header-dark.vue", "Vue", 0, 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 9, 144
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header-site\w-header-site.scss", "SCSS", 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 35, 212
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header-site\w-header-site.vue", "Vue", 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 8, 112
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header\w-header.scss", "SCSS", 0, 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 1, 36, 231
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-header\w-header.vue", "Vue", 0, 0, 0, 526, 0, 0, 0, 0, 0, 0, 0, 0, 44, 570
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-menu-bottom\w-menu-bottom.scss", "SCSS", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 13, 80
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\layouts\w-menu-bottom\w-menu-bottom.vue", "Vue", 0, 0, 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 25, 205
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-activity\w-activity.scss", "SCSS", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 1, 9, 54
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-activity\w-activity.vue", "Vue", 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 23, 132
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-asset\w-asset.scss", "SCSS", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 25, 152
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-asset\w-asset.vue", "Vue", 0, 0, 0, 169, 0, 0, 0, 0, 0, 0, 0, 15, 35, 219
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-bonus\w-bonus.scss", "SCSS", 0, 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 35, 236
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-bonus\w-bonus.vue", "Vue", 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 16, 155
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-buy-shares-payment-short-new\w-buy-shares-payment-short-new.scss", "SCSS", 0, 0, 0, 0, 441, 0, 0, 0, 0, 0, 0, 5, 35, 481
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-buy-shares-payment-short-new\w-buy-shares-payment-short-new.vue", "Vue", 0, 0, 0, 409, 0, 0, 0, 0, 0, 0, 0, 1, 42, 452
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-buy-shares-payment-short\w-buy-shares-payment-short.scss", "SCSS", 0, 0, 0, 0, 410, 0, 0, 0, 0, 0, 0, 0, 23, 433
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-buy-shares-payment-short\w-buy-shares-payment-short.vue", "Vue", 0, 0, 0, 407, 0, 0, 0, 0, 0, 0, 0, 0, 32, 439
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-buy-shares-payment\w-buy-shares-payment.scss", "SCSS", 0, 0, 0, 0, 361, 0, 0, 0, 0, 0, 0, 0, 23, 384
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-buy-shares-payment\w-buy-shares-payment.vue", "Vue", 0, 0, 0, 436, 0, 0, 0, 0, 0, 0, 0, 0, 32, 468
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-buy-shares\w-buy-shares.scss", "SCSS", 0, 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 1, 39, 228
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-buy-shares\w-buy-shares.vue", "Vue", 0, 0, 0, 490, 0, 0, 0, 0, 0, 0, 0, 1, 54, 545
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-buy-shares\w-chart-buy-shares.scss", "SCSS", 0, 0, 0, 0, 220, 0, 0, 0, 0, 0, 0, 0, 36, 256
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-buy-shares\w-chart-buy-shares.vue", "Vue", 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 24, 30, 341
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-dividends\w-chart-dividends.scss", "SCSS", 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 34, 29, 209
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-dividends\w-chart-dividends.vue", "Vue", 0, 0, 0, 320, 0, 0, 0, 0, 0, 0, 0, 0, 39, 359
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-earmings\w-chart-earnings.scss", "SCSS", 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 4, 27, 174
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-earmings\w-chart-earnings.vue", "Vue", 0, 0, 0, 276, 0, 0, 0, 0, 0, 0, 0, 0, 29, 305
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-fund\w-chart-fund.scss", "SCSS", 0, 0, 0, 0, 157, 0, 0, 0, 0, 0, 0, 18, 38, 213
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-fund\w-chart-fund.vue", "Vue", 0, 0, 0, 282, 0, 0, 0, 0, 0, 0, 0, 23, 35, 340
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-portfolio\w-chart-portfolio.scss", "SCSS", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 3, 15, 100
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-portfolio\w-chart-portfolio.vue", "Vue", 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 7, 35, 268
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-protection\w-chart-protection.scss", "SCSS", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 1, 22, 141
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-chart-protection\w-chart-protection.vue", "Vue", 0, 0, 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 27, 275
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-display-currency\w-display-currency.scss", "SCSS", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 5, 35
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-display-currency\w-display-currency.vue", "Vue", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-dividends\w-dividends.scss", "SCSS", 0, 0, 0, 0, 316, 0, 0, 0, 0, 0, 0, 1, 55, 372
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-dividends\w-dividends.vue", "Vue", 0, 0, 0, 324, 0, 0, 0, 0, 0, 0, 0, 0, 44, 368
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-earnings\w-earnings.scss", "SCSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 6, 1, 9
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-earnings\w-earnings.vue", "Vue", 0, 0, 0, 317, 0, 0, 0, 0, 0, 0, 0, 0, 27, 344
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-fund\w-fund.scss", "SCSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-fund\w-fund.vue", "Vue", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 7, 38
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-news\w-news.scss", "SCSS", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 1, 15, 101
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-news\w-news.vue", "Vue", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 1, 5, 50
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-onboarding\w-onboarding.vue", "Vue", 0, 0, 0, 228, 0, 0, 0, 0, 0, 0, 0, 0, 38, 266
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-personal-details\w-personal-details.scss", "SCSS", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 15, 98
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-personal-details\w-personal-details.vue", "Vue", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 9, 67
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-portfolio\w-portfolio.scss", "SCSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 1, 8
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-portfolio\w-portfolio.vue", "Vue", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 12, 19, 158
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-protection\w-protection.scss", "SCSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 1, 8
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-protection\w-protection.vue", "Vue", 0, 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 19, 24, 242
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-purchases\w-purchases.scss", "SCSS", 0, 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 3, 27, 157
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-purchases\w-purchases.vue", "Vue", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 50, 19, 200
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-referrals\w-referrals.scss", "SCSS", 0, 0, 0, 0, 312, 0, 0, 0, 0, 0, 0, 1, 58, 371
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-referrals\w-referrals.vue", "Vue", 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 30, 256
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-shareholders-stats\w-shareholders-stats.scss", "SCSS", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 2, 13
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-shareholders-stats\w-shareholders-stats.vue", "Vue", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-shareholders\w-shareholders.scss", "SCSS", 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 5, 1, 8
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-shareholders\w-shareholders.vue", "Vue", 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 0, 3, 11, 143
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-statements\w-statements.scss", "SCSS", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 7, 53
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-statements\w-statements.vue", "Vue", 0, 0, 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 11, 72
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-theme\w-theme.scss", "SCSS", 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 5, 35
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-theme\w-theme.vue", "Vue", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-top-shareholders\w-top-shareholders.scss", "SCSS", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 3, 8, 56
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-top-shareholders\w-top-shareholders.vue", "Vue", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 1, 15, 112
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-trades\w-trades.scss", "SCSS", 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 1, 9, 61
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-trades\w-trades.vue", "Vue", 0, 0, 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 32, 185
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-wallet\w-wallet.scss", "SCSS", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 5, 24
"e:\VSCODE\WORK\bitcoinetf.org\src\widgets\w-wallet\w-wallet.vue", "Vue", 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 11, 154
"e:\VSCODE\WORK\bitcoinetf.org\tailwind.config.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"e:\VSCODE\WORK\bitcoinetf.org\tsconfig.json", "JSON with Comments", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 16
"e:\VSCODE\WORK\bitcoinetf.org\werf-giterminism.yaml", "YAML", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"e:\VSCODE\WORK\bitcoinetf.org\werf.yaml", "YAML", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 64
"Total", "-", 12199, 14, 832, 23732, 20952, 4355, 116, 3279, 258, 9, 62, 1069, 9731, 76608
